"Date","Name of document","Result of vote","Parliament or council","Policy area"
11/03/10,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The case of Gilad Shalit - Joint motion for a resolution : After paragraph 1,amendment 6","-","EP","Foreign & security policy"
11/03/10,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- The escalation of violence in Mexico - Joint motion for a resolution : vote: resolution (text as a whole)","+","EP","Foreign & security policy"
11/03/10,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law- South Korea - death penalty declared legal - Joint motion for a resolution : vote: resolution (text as a whole)","+","EP","Foreign & security policy"
10/03/10,"Annual accounts of certain types of companies as regards micro-entities - Draft legislative resolution : vote: resolution (text as a whole)   - ordinary legislative procedure, first reading","+","EP","Legal affairs"
10/03/10,"EU 2020 - Follow-up of the informal European Council of 11 February 2010 Motion by ECR group - Motion for a resolution : vote: resolution (text as a whole)","-","EP","Constitutional and inter-institutional affairs"
10/03/10,"EU 2020 - Follow-up of the informal European Council of 11 February 2010_2 Joint motion by S&D, PPE, ALDE group - Joint motion for a resolution : vote: resolution (text as a whole)","+","EP","Constitutional and inter-institutional affairs"
10/03/10,"Implementation of Goldstone recommendations on Israel/Palestine Motion by PPE group - Motion for a resolution : vote: resolution (text as a whole)","-","EP","Foreign & security policy"
10/03/10,"Implementation of Goldstone recommendations on Israel/Palestine - joint motion by ALDE, S&D, Greens/EFA, GUE/NGL groups  - Joint motion for a resolution : Recital A","+","EP","Foreign & security policy"
10/03/10,"Motion for a resolution - Taxation of financial transactions - Motion for a resolution : Paragraph 7","+","EP","Economic & monetary affairs"
10/03/10,"Motion for a resolution - Anti-Counterfeiting Trade Agreement (ACTA) - Joint motion for a resolution : vote: resolution (text as a whole)","+","EP","Civil liberties, justice & home affairs"
10/03/10,"Motion for a resolution - Regulation applying a scheme of generalised tariff preferences - Joint motion for a resolution : vote: resolution (text as a whole)","+","EP","International trade"
10/03/10,"2008 annual report on the CFSPReport on the annual report from the Council to the European Parliament on the main aspects and basic choices of the Common Foreign and Security Policy (CFSP) in 2008, presented to the European Parliament in application of Part II, Section G, paragraph 43 of the Interinstitutional Agreement of 17 May 2006 - Motion for a resolution : vote: resolution (text as a whole)","+","EP","Foreign & security policy"
10/03/10,"The implementation of the European Security Strategy and the Common Security and Defence Policy - Motion for a resolution : vote: resolution (text as a whole)","+","EP","Foreign & security policy"
10/03/10,"Motion for a resolution - Non-Proliferation of Nuclear Weapons Treaty - Joint motion for a resolution : After paragraph 3,amendment 2","+","EP","Foreign & security policy"
09/03/10,"The allocation of financial intermediation services indirectly measured (FISIM) for the establishment of the gross national income (GNI) - Draft legislative resolution : single vote - consultation","+","EP","Budget"
09/03/10,"Mobilisation of the European Globalisation Adjustment Fund: Germany - redundancies - Motion for a resolution : single vote","+","EP","Budget"
09/03/10,"Mobilisation of the European Globalisation Adjustment Fund: Lithuania - redundancies - Motion for a resolution : single vote","+","EP","Budget"
09/03/10,"Mobilisation of the European Globilisation Adjustment Fund: Lithuania - construction of buildings - Motion for a resolution : single vote","+","EP","Budget"
09/03/10,"Animal health requirements applicable to the non-commercial movement of pet animals - Draft legislative resolution : vote: legislative resolution (text as a whole)   - ordinary legislative procedure, first reading","+","EP","Environment & public health"
09/03/10,"Movement of persons with a long-stay visa - Draft legislative resolution : vote: legislative resolution (text as a whole)   - ordinary legislative procedure, first reading","+","EP","Civil liberties, justice & home affairs"
09/03/10,"Internal Market Scoreboard - Motion for a resolution : vote: resolution (text as a whole)","+","EP","Internal market & consumer protection"
08/03/10,"Agenda - Request for registration of a declaration by the Commission - Agenda setting : 0","-","EP","Internal regulations of the EP"
25/02/10,"Investment projects in energy infrastructure within the European Community - Draft legislative resolution : vote: legislative resolution (text as a whole)   - consultation","+","EP","Industry, research & energy"
25/02/10,"Motion for a resolution - Beijing +15 - UN Platform for Action for Gender Equality - Motion for a resolution : Paragraph 10","+","EP","Gender equality"
25/02/10,"Estimates of revenue and expenditure for Amending Budget 1/2010 (Section I, European Parliament) - Motion for a resolution : vote: resolution (text as a whole)","+","EP","Budget"
25/02/10,"Green Paper on reform of the common fisheries policy - Motion for a resolution : vote: resolution (text as a whole)","+","EP","Fisheries"
11/02/10,"Amendment of Council Regulation (EC) No 1085/2006 of 17 July 2006 establishing an Instrument for Pre-Accession Assistance (IPA) - Draft legislative resolution : single vote - ordinary legislative procedure, first reading","+","EP","Foreign & security policy"
11/02/10,"International recovery of child support and other forms of family maintenance - Draft legislative resolution : single vote - consultation","+","EP","Legal affairs"
11/02/10,"Community Programme for Employment and Social Solidarity - Progress - Draft legislative resolution : vote: legislative resolution (text as a whole)   - ordinary legislative procedure, first reading","+","EP","Employment & social affairs"
11/02/10,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law-Venezuela - Joint motion for a resolution : vote: resolution (text as a whole)","+","EP","Foreign & security policy"
11/02/10,"Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law-Burma - Joint motion for a resolution : vote: resolution (text as a whole)","+","EP","Foreign & security policy"
10/02/10,"Optional and temporary application of the reverse charge mechanism in relation to supplies of certain goods and services susceptible to fraud  - Draft legislative resolution : single vote - consultation","+","EP","Economic & monetary affairs"
10/02/10,"Eligibility of housing interventions in favour of marginalised communities - Draft legislative resolution : vote: legislative resolution (text as a whole)   - ordinary legislative procedure, first reading","+","EP","Regional development"
10/02/10,"Administrative cooperation in the field of taxation - Draft legislative resolution : vote: legislative resolution (text as a whole)   - consultation","+","EP","Economic & monetary affairs"
10/02/10,"Mutual assistance for the recovery of claims relating to taxes, duties and other measures - Draft legislative resolution : vote: legislative resolution (text as a whole)   - consultation","+","EP","Economic & monetary affairs"
10/02/10,"Recent earthquake in Haiti - Joint motion for a resolution : vote: resolution (text as a whole)","+","EP","Foreign & security policy"
